repo,module,language,snapshot_date,class_fqn,loc,cyclomatic_complexity,wmc,dit,noc,cbo,rfc,lcom,fan_in,fan_out,code_smells,num_commits_30d,added_loc_30d,deleted_loc_30d,num_authors_30d,days_since_last_change,bugfix_commits_90d,issues_90d,line_coverage_pct,branch_coverage_pct,mutation_score_pct,tests_failed_30d,flaky_rate,defect_next_30d,defect_count_next_30d,defect_probability_latent
repo_beta,data,Java,2024-04-26,com.ocp.platform.data.Class0102,132,4.12,1.28,4,0,2.33,12.59,0.0,2,1,3,1,3,2,0,159,0,0,84.39,76.04,57.7,1,0.1622,0,1,0.01064
repo_beta,data,Java,2024-06-30,com.ocp.platform.data.Class0185,354,5.73,8.86,1,0,2.07,7.13,3.16,0,0,2,2,12,5,0,157,1,3,74.92,,60.84,1,0.0939,0,0,0.01596
repo_beta,utils,Java,2025-05-30,com.ocp.transport.utils.Class0171,66,1.42,1.0,3,1,0.0,10.23,2.87,1,0,0,8,4,7,1,82,1,0,,47.71,78.42,3,0.0231,0,0,0.00817
repo_beta,utils,Java,2025-07-31,com.ocp.utils.Class0111,164,2.91,1.0,3,0,3.63,17.48,3.27,0,4,2,1,6,3,1,96,0,0,58.02,56.12,62.03,1,0.0758,0,0,0.00821
repo_beta,service,Java,2024-11-04,com.ocp.platform.service.Class0109,273,3.87,1.0,5,1,4.08,10.59,0.79,3,1,0,13,21,28,2,55,4,3,69.13,55.39,61.64,2,0.0931,0,0,0.03022
repo_beta,service,Java,2025-11-21,com.ocp.quality.service.Class0128,113,1.0,1.0,5,1,0.0,1.0,2.0,0,1,0,4,4,5,1,89,1,3,63.54,41.72,,0,,0,0,0.01926
repo_alpha,integration,Java,2025-04-17,com.ocp.quality.integration.Class0094,208,4.76,1.0,3,1,0.0,1.0,1.42,1,0,3,2,13,5,1,52,1,2,,51.73,62.87,1,0.0553,0,0,0.00552
repo_alpha,integration,Java,2025-05-25,com.ocp.transport.integration.Class0199,215,3.72,5.37,1,1,2.15,5.99,0.41,0,1,1,3,7,8,0,26,0,2,69.15,75.93,41.44,0,0.0372,0,0,0.02106
repo_beta,data,Java,2025-02-15,com.ocp.quality.data.Class0013,398,4.81,8.85,5,1,0.0,2.55,2.2,0,0,0,1,2,5,0,162,0,0,68.86,63.07,67.95,2,,0,0,0.00294
repo_beta,integration,Java,2024-09-09,com.ocp.transport.integration.Class0143,95,1.17,3.16,4,0,6.61,16.54,2.89,1,2,0,4,5,10,0,106,1,1,65.19,45.84,55.24,1,0.1902,0,0,0.00731
repo_beta,utils,Java,2025-05-05,com.ocp.quality.utils.Class0132,51,3.37,1.79,6,2,0.0,2.85,0.0,1,0,2,2,0,1,0,84,0,0,67.51,57.14,40.38,1,0.0301,0,0,0.00879
repo_gamma,data,Java,2024-12-20,com.ocp.data.Class0096,283,7.97,9.94,6,1,1.07,1.0,2.06,1,0,2,5,6,6,1,99,0,2,77.82,76.2,60.04,0,0.0071,0,0,0.00974
repo_beta,data,Java,2025-02-24,com.ocp.platform.data.Class0189,115,2.28,1.0,4,0,2.82,13.58,0.0,3,1,2,2,3,4,0,33,0,0,75.16,76.79,,0,,0,0,0.00854
repo_gamma,core,Java,2024-12-01,com.ocp.transport.core.Class0056,155,5.27,3.24,3,2,2.53,13.89,0.0,1,0,2,9,16,14,2,1,1,3,69.74,66.78,47.24,2,0.0718,0,0,0.01789
repo_beta,service,Java,2025-05-03,com.ocp.quality.service.Class0059,308,4.74,12.55,5,1,2.2,1.18,0.0,0,1,0,2,11,9,0,0,0,2,55.39,,,1,0.0586,0,1,0.01718
repo_gamma,core,Java,2025-06-06,com.ocp.quality.core.Class0008,191,3.89,2.76,5,1,0.0,22.53,0.0,3,2,0,3,10,10,1,119,0,0,56.34,42.47,17.24,2,0.05,0,0,0.01771
repo_alpha,core,Java,2025-04-01,com.ocp.core.Class0175,62,7.58,8.74,2,0,0.0,1.63,0.0,3,0,0,4,6,1,0,108,0,0,60.47,45.12,33.65,2,0.0304,0,0,0.01451
repo_beta,data,Java,2025-04-30,com.ocp.data.Class0147,181,6.24,11.41,4,1,3.42,26.79,3.45,3,1,0,5,7,11,1,159,1,1,72.08,63.52,53.47,1,0.01,0,0,0.01638
repo_alpha,service,Java,2025-02-21,com.ocp.platform.service.Class0207,473,8.65,2.11,2,0,0.0,1.0,3.32,0,1,1,3,17,13,2,59,0,0,,43.14,47.99,1,0.0451,0,0,0.03545
repo_gamma,core,Java,2025-04-06,com.ocp.quality.core.Class0069,443,8.58,11.6,2,2,0.0,1.0,4.4,1,3,2,5,38,36,1,162,1,1,71.4,57.39,64.18,2,0.1214,0,0,0.01649
repo_gamma,core,Java,2025-02-26,com.ocp.quality.core.Class0082,80,1.6,1.97,6,2,0.0,1.0,1.37,0,0,1,6,5,3,1,15,0,0,71.25,75.14,56.63,0,0.0592,0,0,0.0055
repo_gamma,core,Java,2025-10-02,com.ocp.transport.core.Class0065,59,1.0,3.37,4,0,1.11,20.89,0.0,2,3,2,13,6,6,1,0,0,1,78.39,71.67,73.57,0,0.0975,0,0,0.00957
repo_beta,utils,Java,2024-02-15,com.ocp.quality.utils.Class0201,353,9.33,7.18,5,2,0.0,29.63,4.18,1,1,3,4,14,13,1,0,0,2,57.39,,42.92,1,0.0995,0,0,0.01429
repo_alpha,core,Java,2024-06-26,com.ocp.transport.core.Class0050,69,6.49,6.67,3,1,0.12,10.79,2.74,0,0,2,3,4,3,1,57,0,0,58.41,59.51,43.13,2,0.0092,0,0,0.02464
repo_alpha,service,Kotlin,2025-12-13,com.ocp.transport.service.Class0073,61,4.13,6.42,2,0,3.3,5.07,2.82,0,0,0,5,1,4,1,156,0,0,82.3,74.19,69.88,0,0.0269,0,0,0.00737
repo_gamma,data,Java,2025-01-20,com.ocp.quality.data.Class0198,667,6.27,4.6,1,0,0.0,1.0,1.95,3,2,1,0,12,6,0,24,0,0,81.3,73.51,70.15,0,0.0715,0,0,0.03022
repo_beta,data,Java,2025-04-23,com.ocp.platform.data.Class0127,480,7.62,7.33,6,1,2.74,3.01,2.27,1,1,2,2,4,10,0,40,0,0,69.3,65.63,58.4,0,0.0745,0,0,0.00683
repo_alpha,core,Java,2024-12-25,com.ocp.platform.core.Class0022,114,3.69,6.45,6,1,2.18,12.83,6.02,3,2,1,4,10,8,1,0,1,1,77.67,78.49,59.65,1,0.0365,0,0,0.00677
repo_gamma,api,Java,2025-01-03,com.ocp.quality.api.Class0043,296,5.49,6.98,4,0,3.54,23.19,3.87,1,4,3,1,7,5,0,129,1,2,80.08,,72.62,0,0.0379,1,0,0.01239
repo_alpha,core,Java,2024-10-21,com.ocp.transport.core.Class0177,72,2.04,1.0,6,1,9.46,1.0,0.0,2,1,2,7,5,5,1,11,1,2,80.55,66.4,59.68,1,0.0735,0,1,0.01064
repo_beta,utils,Java,2025-06-15,com.ocp.transport.utils.Class0171,66,5.04,6.85,2,0,0.69,13.7,0.59,1,0,2,7,8,5,2,71,0,2,68.9,74.57,54.01,0,0.1166,0,0,0.01298
repo_gamma,integration,Java,2024-05-19,com.ocp.platform.integration.Class0104,520,5.94,1.0,5,2,0.0,5.31,0.01,0,0,4,2,10,16,1,140,0,2,69.03,59.63,73.32,0,0.1195,0,0,0.01552
repo_beta,data,Java,2024-12-30,com.ocp.transport.data.Class0118,49,3.85,4.22,2,1,0.0,2.38,3.4,1,0,0,11,8,4,3,16,1,0,50.31,,34.25,0,0.0647,0,0,0.01159
repo_gamma,core,Kotlin,2025-03-15,com.ocp.transport.core.Class0151,91,1.0,2.62,6,2,0.51,1.0,0.71,2,0,0,6,11,5,1,155,0,0,76.35,60.67,,1,0.0367,0,0,0.00996
repo_alpha,data,Java,2024-12-20,com.ocp.data.Class0018,346,6.49,4.26,4,1,0.0,12.09,0.0,0,1,1,11,33,21,3,60,1,1,69.52,43.53,60.72,1,0.1129,0,0,0.01023
repo_gamma,core,Java,2025-10-09,com.ocp.core.Class0085,247,6.31,1.0,3,1,5.43,20.73,0.0,2,3,3,3,31,21,0,98,0,0,63.26,,43.5,0,0.1013,0,0,0.01556
repo_beta,utils,Java,2025-11-18,com.ocp.transport.utils.Class0151,558,12.65,7.07,6,1,1.9,9.12,1.88,2,1,0,10,72,69,0,112,1,1,57.64,46.87,34.84,0,0.0364,0,0,0.0206
repo_beta,utils,Java,2025-08-16,com.ocp.utils.Class0187,225,4.7,2.68,6,2,0.36,5.67,0.0,2,1,0,2,9,5,0,133,0,0,74.62,58.86,61.14,0,0.031,0,0,0.00816
repo_gamma,core,Java,2025-05-26,com.ocp.transport.core.Class0219,76,1.0,3.4,1,3,0.0,3.79,1.06,3,0,0,4,8,1,0,160,0,0,55.06,52.83,30.37,2,0.0148,0,0,0.01174
repo_beta,service,Java,2024-02-22,com.ocp.service.Class0057,556,10.22,11.72,6,2,2.21,18.59,3.91,0,2,0,3,61,48,1,41,0,1,,80.66,41.9,0,0.0748,0,0,0.01972
repo_alpha,utils,Java,2024-10-22,com.ocp.utils.Class0108,36,2.33,10.1,2,0,0.0,18.57,0.98,3,0,0,1,1,1,0,171,0,0,89.14,76.93,60.07,1,0.0315,0,0,0.01029
repo_gamma,core,Java,2024-07-17,com.ocp.platform.core.Class0077,200,8.12,5.28,1,0,0.52,1.0,0.39,0,2,2,3,9,2,0,168,0,0,83.12,68.6,45.13,0,0.0505,0,0,0.00414
repo_gamma,utils,Kotlin,2025-05-25,com.ocp.utils.Class0018,69,5.32,3.23,4,0,0.0,1.0,0.0,1,0,0,2,3,5,0,41,0,0,56.8,32.3,60.28,2,0.0309,0,0,0.01882
repo_beta,utils,Java,2025-05-12,com.ocp.utils.Class0018,359,8.16,11.0,4,0,1.7,9.74,1.91,1,2,1,7,31,22,0,39,0,0,,,59.55,1,0.0469,0,0,0.03044
repo_gamma,data,Java,2024-08-16,com.ocp.data.Class0174,374,6.95,1.0,1,1,0.0,1.0,4.92,0,0,3,2,16,8,0,172,1,2,65.74,49.41,50.53,0,0.1333,0,0,0.02314
repo_gamma,utils,Java,2024-05-31,com.ocp.platform.utils.Class0079,225,3.65,10.29,1,0,2.45,23.36,4.2,0,0,0,4,6,5,0,147,0,0,79.62,81.43,56.41,2,0.0837,0,0,0.00886
repo_alpha,utils,Java,2024-11-25,com.ocp.utils.Class0211,170,4.68,8.96,2,0,3.18,1.0,1.82,3,0,1,3,8,6,1,116,0,0,48.32,27.86,42.04,0,0.0578,0,0,0.01015
repo_alpha,data,Java,2024-06-28,com.ocp.transport.data.Class0043,36,1.58,1.0,6,2,0.0,1.0,3.39,2,0,2,6,2,1,1,20,0,1,84.63,63.85,65.29,0,0.0457,0,0,0.00737
repo_alpha,utils,Java,2025-04-30,com.ocp.quality.utils.Class0101,94,3.81,5.17,1,1,3.51,20.73,0.0,1,1,0,4,4,7,1,99,0,1,76.52,72.56,78.16,1,0.0294,0,0,0.00573
repo_alpha,utils,Java,2024-04-17,com.ocp.utils.Class0028,138,1.48,3.5,3,1,1.79,1.0,0.0,0,2,0,6,8,4,2,17,0,1,73.07,74.61,52.27,1,0.1415,0,0,0.00965
repo_beta,utils,Java,2025-03-25,com.ocp.utils.Class0111,162,1.6,4.91,2,2,1.1,1.88,0.75,3,2,2,1,3,1,0,14,2,1,58.91,44.32,50.08,0,,0,0,0.0139
repo_gamma,core,Java,2024-09-20,com.ocp.transport.core.Class0086,423,5.55,6.66,5,2,0.54,19.96,0.19,0,0,1,1,10,9,0,109,0,0,67.68,65.07,51.3,0,0.0796,0,0,0.00454
repo_gamma,data,Java,2024-02-02,com.ocp.platform.data.Class0054,351,1.52,1.83,2,0,3.35,14.71,4.5,4,2,1,9,48,35,2,0,2,2,71.5,,70.4,1,0.0181,0,0,0.00716
repo_gamma,core,Java,2025-03-24,com.ocp.platform.core.Class0138,100,4.99,2.96,2,0,0.0,10.67,0.0,1,1,0,8,7,4,1,103,0,0,83.22,74.92,,0,0.101,0,0,0.00956
repo_beta,data,Java,2024-03-17,com.ocp.platform.data.Class0159,40,1.0,1.99,1,1,0.0,7.31,0.0,1,1,0,3,1,4,0,158,0,0,96.95,93.37,90.55,0,0.1723,0,0,0.00152
repo_beta,service,Java,2024-05-14,com.ocp.transport.service.Class0069,86,2.51,5.96,1,0,0.0,1.0,2.52,0,1,0,8,3,5,1,24,2,1,88.66,74.8,100.0,1,0.0127,0,0,0.01386
repo_gamma,core,Java,2025-07-17,com.ocp.quality.core.Class0203,160,4.87,6.35,3,1,0.9,12.79,0.0,1,0,3,2,5,4,0,6,0,0,70.89,62.41,67.06,2,0.0357,0,0,0.01306
repo_beta,api,Java,2024-02-21,com.ocp.transport.api.Class0047,199,1.65,3.28,1,2,1.01,1.0,0.11,1,1,2,6,7,3,2,149,2,0,87.43,87.19,53.26,0,0.127,0,0,0.00266
repo_beta,core,Java,2025-05-16,com.ocp.quality.core.Class0138,197,4.59,5.54,4,0,0.0,8.84,0.0,1,0,0,1,7,4,0,117,0,2,,48.25,46.82,3,0.117,0,0,0.00549
repo_alpha,integration,Java,2025-11-03,com.ocp.platform.integration.Class0074,120,6.27,2.42,6,1,0.0,3.02,0.0,2,1,2,3,5,3,1,67,1,2,82.78,76.68,63.99,0,0.1826,0,0,0.01276
repo_alpha,utils,Java,2025-12-06,com.ocp.utils.Class0028,134,4.19,1.0,6,1,1.95,1.0,1.41,0,0,0,3,6,3,1,0,0,0,,76.57,68.29,0,0.1275,0,0,0.02057
repo_gamma,api,Java,2025-01-30,com.ocp.transport.api.Class0181,109,6.13,10.4,1,1,0.0,8.1,0.0,1,0,0,1,1,1,0,152,0,0,52.07,59.8,60.67,4,0.156,0,0,0.02641
repo_beta,service,Java,2024-02-05,com.ocp.transport.service.Class0177,130,4.74,4.41,1,1,0.0,1.0,0.92,3,1,0,5,9,5,1,85,2,3,82.94,58.24,,0,,0,0,0.01928
repo_alpha,service,Java,2025-04-24,com.ocp.transport.service.Class0110,280,4.41,1.0,2,1,1.86,18.62,0.0,1,1,0,5,10,8,2,99,0,0,85.8,87.9,74.93,0,0.016,0,0,0.01499
repo_gamma,data,Java,2024-12-12,com.ocp.platform.data.Class0022,318,4.05,1.0,5,1,0.0,1.0,0.0,2,0,3,9,41,37,1,101,0,1,61.42,42.2,52.56,0,0.1315,0,0,0.00704
repo_gamma,core,Java,2025-01-31,com.ocp.platform.core.Class0142,89,2.89,1.0,3,0,2.96,1.0,2.31,1,0,0,3,3,11,1,79,1,1,59.06,41.65,28.39,2,0.0204,0,0,0.01326
repo_alpha,utils,Java,2025-03-19,com.ocp.utils.Class0193,358,7.16,10.04,1,0,0.0,23.35,4.67,3,0,3,2,4,7,1,34,0,0,53.75,52.0,34.5,1,0.002,0,0,0.0226
repo_beta,integration,Java,2025-01-31,com.ocp.transport.integration.Class0143,93,4.56,6.26,6,1,0.0,27.45,0.98,1,0,0,7,4,5,1,37,1,0,,76.87,,1,0.0095,0,0,0.00657
repo_beta,integration,Java,2024-08-15,com.ocp.platform.integration.Class0088,303,2.39,3.66,5,3,2.15,1.37,1.97,2,0,1,6,27,19,1,141,1,1,69.18,59.95,62.29,2,0.0536,0,0,0.02084
repo_beta,core,Java,2024-08-30,com.ocp.quality.core.Class0031,915,7.73,1.0,5,1,6.73,3.75,3.31,1,1,2,2,16,12,1,73,0,0,58.47,51.57,32.97,0,0.0396,0,0,0.01134
repo_alpha,data,Java,2025-08-04,com.ocp.data.Class0085,260,1.93,3.63,6,1,0.0,3.46,1.73,2,1,2,3,8,10,0,105,1,1,69.61,69.87,70.25,0,0.0647,0,0,0.00339
repo_alpha,core,Java,2025-02-15,com.ocp.transport.core.Class0163,230,5.26,14.01,2,0,1.72,16.39,4.31,2,3,0,11,31,23,3,31,1,0,65.36,50.45,44.02,2,0.0305,0,0,0.02112
repo_alpha,core,Java,2024-01-08,com.ocp.transport.core.Class0163,269,5.0,8.25,3,1,0.0,1.0,3.8,0,0,1,10,38,25,0,102,1,0,74.08,66.5,,0,0.0635,0,0,0.00716
repo_gamma,api,Java,2024-11-15,com.ocp.api.Class0064,216,1.32,1.0,3,0,0.0,1.0,3.35,1,0,1,2,13,10,0,58,1,0,,73.07,88.21,1,0.0341,0,0,0.00775
repo_beta,core,Kotlin,2024-12-22,com.ocp.transport.core.Class0017,469,4.85,4.27,6,2,0.0,32.94,1.94,1,0,0,1,7,1,0,2,0,0,70.28,59.34,41.95,1,0.0596,0,0,0.01628
repo_alpha,api,Java,2024-09-15,com.ocp.quality.api.Class0027,985,9.15,9.9,7,1,3.71,3.51,6.46,1,0,2,3,37,42,0,12,1,0,70.06,69.99,44.65,2,0.035,0,0,0.04631
repo_gamma,data,Java,2024-12-13,com.ocp.platform.data.Class0015,178,6.29,4.0,6,2,4.15,13.35,1.02,1,0,1,1,2,0,0,78,1,2,66.53,66.1,47.33,0,0.1501,0,0,0.02447
repo_gamma,data,Java,2024-07-04,com.ocp.platform.data.Class0101,267,4.4,7.28,6,1,0.73,2.82,2.46,1,0,1,5,16,9,0,156,0,1,62.07,52.47,,1,0.0386,0,0,0.00738
repo_gamma,core,Java,2025-05-23,com.ocp.platform.core.Class0197,343,5.06,3.35,1,1,0.0,1.0,1.52,1,1,5,5,24,21,2,139,1,1,59.86,58.25,54.27,1,0.0446,0,0,0.00334
repo_gamma,service,Java,2024-03-29,com.ocp.platform.service.Class0217,166,2.54,1.0,4,0,6.42,1.13,0.0,1,1,0,5,8,4,2,130,0,0,67.97,68.32,56.19,0,0.0609,0,0,0.01057
repo_gamma,core,Java,2025-02-22,com.ocp.core.Class0044,660,6.24,4.89,1,1,0.0,1.0,4.04,1,0,3,1,19,12,0,152,0,0,,38.45,36.54,1,0.196,0,0,0.02004
repo_beta,service,Java,2024-08-03,com.ocp.service.Class0051,284,6.92,9.63,4,0,3.36,18.29,3.91,1,0,3,1,4,7,0,105,0,1,,,63.63,0,0.0079,0,0,0.00757
repo_gamma,utils,Java,2024-11-09,com.ocp.transport.utils.Class0087,305,5.24,2.34,1,1,4.43,22.81,0.84,1,1,0,5,12,9,1,94,0,0,61.53,47.05,,0,0.0608,0,0,0.00912
repo_gamma,core,Java,2025-02-22,com.ocp.quality.core.Class0129,54,1.37,6.36,5,1,2.65,1.0,0.0,0,1,0,7,1,0,0,140,0,1,72.82,67.07,,1,0.0128,0,0,0.0184
repo_beta,utils,Java,2025-06-23,com.ocp.platform.utils.Class0115,151,3.49,1.0,5,1,0.05,1.0,0.0,0,0,0,1,5,6,0,92,0,1,64.25,42.31,49.96,1,0.0204,0,0,0.00341
repo_gamma,service,Java,2025-01-17,com.ocp.platform.service.Class0116,102,5.48,9.91,5,2,0.06,1.0,0.0,0,1,2,0,3,3,0,25,0,0,66.7,62.41,,2,0.1101,0,0,0.00815
repo_alpha,utils,Kotlin,2024-03-11,com.ocp.platform.utils.Class0090,229,1.0,1.71,6,1,0.9,1.0,0.0,1,1,1,4,14,13,0,26,2,1,100.0,83.92,100.0,0,0.2074,0,0,0.0013
repo_alpha,core,Java,2024-07-08,com.ocp.platform.core.Class0142,957,11.13,17.8,2,1,3.94,18.38,3.94,1,1,3,6,46,28,2,1,0,0,53.51,40.94,57.09,0,0.0482,0,0,0.02286
repo_beta,data,Kotlin,2025-11-09,com.ocp.quality.data.Class0084,534,6.27,15.8,3,0,0.01,17.87,1.77,1,0,4,7,49,43,0,110,1,3,67.74,63.26,,0,0.0166,0,0,0.02692
repo_alpha,api,Java,2024-01-14,com.ocp.quality.api.Class0141,118,4.24,5.16,4,0,0.14,11.12,2.37,2,1,0,5,13,14,0,103,1,4,67.58,,,1,0.0549,0,0,0.01271
repo_beta,service,Java,2024-09-14,com.ocp.transport.service.Class0142,197,5.99,3.93,1,1,0.88,1.0,0.0,1,0,1,20,33,19,0,146,6,3,54.12,,64.49,3,0.1301,0,0,0.04145
repo_gamma,core,Java,2025-03-18,com.ocp.platform.core.Class0063,106,6.24,1.0,5,1,0.0,5.33,0.0,1,0,0,6,6,5,1,140,3,0,,,37.24,0,0.1049,0,0,0.04409
repo_alpha,api,Java,2025-06-13,com.ocp.platform.api.Class0169,353,6.61,6.32,6,1,1.44,9.77,2.36,0,0,2,4,21,15,1,0,1,0,67.39,56.2,50.52,1,0.1046,0,0,0.04688
repo_beta,service,Java,2025-03-08,com.ocp.service.Class0125,104,3.54,7.13,5,2,2.69,1.0,0.0,2,0,1,6,4,2,0,49,0,0,73.71,64.73,69.89,0,0.0201,0,0,0.01425
repo_beta,utils,Java,2024-04-26,com.ocp.transport.utils.Class0052,127,6.74,9.44,3,1,0.0,16.7,0.0,1,3,2,9,6,9,0,13,1,0,75.84,52.42,58.59,0,0.0053,0,0,0.00928
repo_alpha,utils,Java,2024-06-09,com.ocp.utils.Class0160,406,8.2,13.11,4,0,1.7,4.07,5.73,2,1,0,5,35,21,0,65,0,0,,,,0,0.0504,0,0,0.04317
repo_alpha,integration,Java,2025-12-01,com.ocp.platform.integration.Class0074,113,4.04,1.0,2,1,0.0,1.0,0.44,1,1,0,0,2,3,0,78,0,2,84.95,89.28,74.92,0,0.0826,0,0,0.02374
repo_gamma,data,Java,2024-03-05,com.ocp.platform.data.Class0019,722,7.38,3.82,5,1,4.54,3.51,8.42,1,4,2,1,37,23,0,48,0,0,73.0,,69.2,1,0.0598,0,0,0.02193
repo_beta,utils,Java,2025-06-29,com.ocp.transport.utils.Class0171,57,3.37,9.69,1,0,0.01,6.43,2.64,2,2,1,7,4,2,2,34,0,1,65.45,,29.5,0,0.0153,0,0,0.00966
repo_beta,core,Java,2024-02-12,com.ocp.platform.core.Class0060,157,2.87,1.0,3,0,0.0,16.44,3.72,1,0,1,9,22,19,3,61,1,0,77.52,60.9,68.51,0,0.0516,0,0,0.00563
repo_beta,data,Java,2024-05-16,com.ocp.platform.data.Class0127,518,10.69,9.06,6,2,2.43,18.81,1.54,0,1,1,1,4,13,0,142,0,0,59.42,42.81,56.26,0,0.0846,0,0,0.01512
repo_beta,service,Java,2024-02-14,com.ocp.transport.service.Class0032,124,3.16,9.26,2,0,1.56,23.06,0.46,2,2,2,10,11,22,3,134,0,1,74.97,61.74,54.17,0,0.0175,0,0,0.02694
repo_alpha,core,Java,2024-04-11,com.ocp.transport.core.Class0140,431,5.2,3.65,1,0,0.0,7.4,5.13,1,0,1,7,31,25,1,92,2,0,65.04,57.95,72.08,1,0.0403,0,0,0.00296
repo_gamma,integration,Java,2024-12-03,com.ocp.integration.Class0036,100,7.01,5.43,2,1,0.45,1.0,0.0,2,2,1,4,7,5,0,37,0,0,63.6,51.95,47.9,1,0.0152,0,0,0.05279
repo_gamma,service,Java,2024-05-30,com.ocp.transport.service.Class0161,365,8.2,11.28,3,0,0.0,15.75,4.62,0,1,2,6,23,39,0,147,1,1,65.29,58.51,50.97,1,0.0277,0,0,0.02516
repo_beta,api,Java,2025-01-28,com.ocp.api.Class0191,185,5.89,11.32,6,1,0.26,19.37,2.48,2,2,2,1,4,3,0,34,0,0,64.03,58.04,55.37,1,0.2957,0,0,0.00335
repo_gamma,utils,Java,2024-06-21,com.ocp.platform.utils.Class0132,328,3.66,8.54,3,0,0.0,5.02,0.0,0,0,3,4,17,9,0,167,1,1,69.02,60.05,65.7,0,0.0448,0,0,0.01726
repo_alpha,api,Java,2024-12-11,com.ocp.platform.api.Class0008,218,6.6,9.44,4,0,1.55,1.0,2.83,0,1,1,0,9,7,0,78,0,0,66.09,60.47,,0,0.1018,0,0,0.02379
repo_beta,utils,Java,2024-01-29,com.ocp.transport.utils.Class0003,65,5.56,4.62,5,1,3.87,13.66,1.16,2,2,3,1,3,0,1,9,0,3,76.63,60.7,54.75,0,0.0303,0,0,0.01463
repo_gamma,api,Java,2024-06-07,com.ocp.quality.api.Class0006,586,6.16,6.41,1,0,0.73,4.93,4.31,1,1,1,13,82,61,3,115,3,5,65.97,68.4,37.96,0,0.0499,0,0,0.07102
repo_gamma,utils,Java,2024-08-21,com.ocp.platform.utils.Class0020,67,2.18,3.4,2,1,0.0,10.55,0.8,3,1,0,0,2,1,0,174,0,0,78.57,61.73,62.28,0,0.113,0,0,0.00572
repo_gamma,data,Java,2024-05-30,com.ocp.transport.data.Class0123,151,2.34,7.14,1,2,2.82,1.0,6.3,1,1,0,5,7,7,1,20,0,0,83.9,74.7,49.35,1,0.1617,0,0,0.00971
repo_alpha,service,Java,2025-07-19,com.ocp.platform.service.Class0092,240,2.71,1.0,6,1,0.0,1.0,0.0,1,0,1,8,30,32,3,20,0,0,74.68,57.07,,0,0.0235,0,0,0.00805
repo_gamma,data,Java,2025-11-17,com.ocp.quality.data.Class0003,71,3.28,6.74,2,0,3.74,17.24,2.4,3,2,0,7,6,5,0,46,1,2,66.74,61.33,,2,,0,0,0.02401
repo_gamma,core,Java,2025-05-22,com.ocp.transport.core.Class0014,201,2.99,6.39,1,0,1.96,1.25,3.79,2,0,1,2,4,5,0,163,0,1,71.28,50.86,,2,0.0781,0,0,0.02271
repo_alpha,utils,Java,2025-07-09,com.ocp.utils.Class0193,381,7.61,11.83,6,1,0.0,15.12,3.15,1,0,2,1,7,6,0,174,0,1,50.99,29.31,37.45,3,0.1111,0,0,0.02147
repo_alpha,service,Java,2025-09-01,com.ocp.service.Class0023,175,5.76,6.29,1,0,3.31,14.17,0.32,0,1,1,2,9,4,0,127,0,0,79.31,86.38,76.08,0,0.0485,0,0,0.00637
repo_beta,core,Java,2025-06-16,com.ocp.transport.core.Class0131,113,3.15,8.61,1,0,4.08,5.63,0.0,1,1,2,8,15,10,0,60,0,0,66.47,,35.63,1,,0,0,0.01906
repo_alpha,utils,Kotlin,2025-06-18,com.ocp.transport.utils.Class0093,343,6.74,6.31,6,1,6.38,26.38,5.51,1,1,5,2,7,10,0,143,1,1,91.01,,84.91,0,0.0686,0,0,0.001
repo_alpha,service,Java,2025-12-07,com.ocp.service.Class0115,105,1.29,1.0,1,0,2.27,1.0,4.8,5,3,2,3,2,1,0,72,0,1,62.63,31.72,35.52,2,0.0108,0,0,0.0238
repo_beta,data,Java,2025-07-22,com.ocp.transport.data.Class0129,72,3.77,3.57,6,2,0.0,16.31,2.26,1,2,0,3,2,3,1,64,0,0,,76.49,51.69,0,0.0549,0,0,0.01659
repo_alpha,core,Java,2025-04-28,com.ocp.quality.core.Class0174,147,4.14,4.91,3,0,0.0,10.64,2.23,0,2,0,4,10,2,1,128,0,0,76.2,69.5,76.67,1,0.034,0,0,0.00416
repo_gamma,core,Java,2024-06-02,com.ocp.quality.core.Class0153,162,4.89,1.0,3,2,4.19,5.17,4.81,1,1,0,2,15,16,0,164,0,0,66.39,66.24,40.39,2,0.0281,0,0,0.01061
repo_gamma,utils,Kotlin,2024-12-13,com.ocp.transport.utils.Class0029,399,5.64,9.7,1,0,0.42,7.75,0.0,1,0,1,0,5,5,0,0,0,0,86.12,73.8,76.29,0,0.0007,0,0,0.01715
repo_beta,data,Java,2024-12-26,com.ocp.transport.data.Class0129,78,2.64,1.0,1,1,3.95,19.0,0.0,1,2,1,4,8,7,0,12,1,3,73.88,65.45,74.33,2,0.1381,0,0,0.01157
repo_alpha,core,Java,2024-10-01,com.ocp.core.Class0031,162,2.59,5.89,4,0,0.0,12.51,0.0,3,4,0,3,17,11,1,110,1,1,82.06,90.03,66.22,0,0.1986,0,0,0.01243
repo_gamma,core,Java,2025-04-09,com.ocp.transport.core.Class0207,87,5.33,1.0,5,1,0.0,1.0,0.0,3,1,1,4,3,1,0,24,1,2,58.71,73.2,,0,,0,0,0.01026
repo_beta,utils,Java,2024-09-04,com.ocp.quality.utils.Class0048,132,2.93,1.0,4,0,0.85,1.0,0.62,2,0,1,15,11,13,2,0,1,0,65.39,,46.06,3,0.184,0,0,0.00357
